Price,close
Ticker,^GSPC
date,
2015-01-02,2058.199951
2015-01-05,2020.579956
2015-01-06,2002.609985
2015-01-07,2025.900024
2015-01-08,2062.139893
2015-01-09,2044.810059
2015-01-12,2028.260010
2015-01-13,2023.030029
2015-01-14,2011.270020
2015-01-15,1992.670044
2015-01-16,2019.420044
2015-01-19,2019.420044
2015-01-20,2022.550049
2015-01-21,2032.119995
2015-01-22,2063.149902
2015-01-23,2051.820068
2015-01-26,2057.090088
2015-01-27,2029.550049
2015-01-28,2002.160034
2015-01-29,2021.250000
2015-01-30,1994.989990
2015-02-02,2020.849976
2015-02-03,2050.030029
2015-02-04,2041.510010
2015-02-05,2062.520020
2015-02-06,2055.469971
2015-02-09,2046.739990
2015-02-10,2068.590088
2015-02-11,2068.530029
2015-02-12,2088.479980
2015-02-13,2096.989990
2015-02-16,2096.989990
2015-02-17,2100.340088
2015-02-18,2099.679932
2015-02-19,2097.449951
2015-02-20,2110.300049
2015-02-23,2109.659912
2015-02-24,2115.479980
2015-02-25,2113.860107
2015-02-26,2110.739990
2015-02-27,2104.500000
2015-03-02,2117.389893
2015-03-03,2107.780029
2015-03-04,2098.530029
2015-03-05,2101.040039
2015-03-06,2071.260010
2015-03-09,2079.429932
2015-03-10,2044.160034
2015-03-11,2040.239990
2015-03-12,2065.949951
2015-03-13,2053.399902
2015-03-16,2081.189941
2015-03-17,2074.280029
2015-03-18,2099.500000
2015-03-19,2089.270020
2015-03-20,2108.100098
2015-03-23,2104.419922
2015-03-24,2091.500000
2015-03-25,2061.050049
2015-03-26,2056.149902
2015-03-27,2061.020020
2015-03-30,2086.239990
2015-03-31,2067.889893
2015-04-01,2059.689941
2015-04-02,2066.959961
2015-04-03,2066.959961
2015-04-06,2080.620117
2015-04-07,2076.330078
2015-04-08,2081.899902
2015-04-09,2091.179932
2015-04-10,2102.060059
2015-04-13,2092.429932
2015-04-14,2095.840088
2015-04-15,2106.629883
2015-04-16,2104.989990
2015-04-17,2081.179932
2015-04-20,2100.399902
2015-04-21,2097.290039
2015-04-22,2107.959961
2015-04-23,2112.929932
2015-04-24,2117.689941
2015-04-27,2108.919922
2015-04-28,2114.760010
2015-04-29,2106.850098
2015-04-30,2085.510010
2015-05-01,2108.290039
2015-05-04,2114.489990
2015-05-05,2089.459961
2015-05-06,2080.149902
2015-05-07,2088.000000
2015-05-08,2116.100098
2015-05-11,2105.330078
2015-05-12,2099.120117
2015-05-13,2098.479980
2015-05-14,2121.100098
2015-05-15,2122.729980
2015-05-18,2129.199951
2015-05-19,2127.830078
2015-05-20,2125.850098
2015-05-21,2130.820068
2015-05-22,2126.060059
2015-05-25,2126.060059
2015-05-26,2104.199951
2015-05-27,2123.479980
2015-05-28,2120.790039
2015-05-29,2107.389893
2015-06-01,2111.729980
2015-06-02,2109.600098
2015-06-03,2114.070068
2015-06-04,2095.840088
2015-06-05,2092.830078
2015-06-08,2079.280029
2015-06-09,2080.149902
2015-06-10,2105.199951
2015-06-11,2108.860107
2015-06-12,2094.110107
2015-06-15,2084.429932
2015-06-16,2096.290039
2015-06-17,2100.439941
2015-06-18,2121.239990
2015-06-19,2109.989990
2015-06-22,2122.850098
2015-06-23,2124.199951
2015-06-24,2108.580078
2015-06-25,2102.310059
2015-06-26,2101.489990
2015-06-29,2057.639893
2015-06-30,2063.110107
2015-07-01,2077.419922
2015-07-02,2076.780029
2015-07-03,2076.780029
2015-07-06,2068.760010
2015-07-07,2081.340088
2015-07-08,2046.680054
2015-07-09,2051.310059
2015-07-10,2076.620117
2015-07-13,2099.600098
2015-07-14,2108.949951
2015-07-15,2107.399902
2015-07-16,2124.290039
2015-07-17,2126.639893
2015-07-20,2128.280029
2015-07-21,2119.209961
2015-07-22,2114.149902
2015-07-23,2102.149902
2015-07-24,2079.649902
2015-07-27,2067.639893
2015-07-28,2093.250000
2015-07-29,2108.570068
2015-07-30,2108.629883
2015-07-31,2103.840088
2015-08-03,2098.040039
2015-08-04,2093.320068
2015-08-05,2099.840088
2015-08-06,2083.560059
2015-08-07,2077.570068
2015-08-10,2104.179932
2015-08-11,2084.070068
2015-08-12,2086.050049
2015-08-13,2083.389893
2015-08-14,2091.540039
2015-08-17,2102.439941
2015-08-18,2096.919922
2015-08-19,2079.610107
2015-08-20,2035.729980
2015-08-21,1970.890015
2015-08-24,1893.209961
2015-08-25,1867.609985
2015-08-26,1940.510010
2015-08-27,1987.660034
2015-08-28,1988.869995
2015-08-31,1972.180054
2015-09-01,1913.849976
2015-09-02,1948.859985
2015-09-03,1951.130005
2015-09-04,1921.219971
2015-09-07,1921.219971
2015-09-08,1969.410034
2015-09-09,1942.040039
2015-09-10,1952.290039
2015-09-11,1961.050049
2015-09-14,1953.030029
2015-09-15,1978.089966
2015-09-16,1995.310059
2015-09-17,1990.199951
2015-09-18,1958.030029
2015-09-21,1966.969971
2015-09-22,1942.739990
2015-09-23,1938.760010
2015-09-24,1932.239990
2015-09-25,1931.339966
2015-09-28,1881.770020
2015-09-29,1884.089966
2015-09-30,1920.030029
2015-10-01,1923.819946
2015-10-02,1951.359985
2015-10-05,1987.050049
2015-10-06,1979.920044
2015-10-07,1995.829956
2015-10-08,2013.430054
2015-10-09,2014.890015
2015-10-12,2017.459961
2015-10-13,2003.689941
2015-10-14,1994.239990
2015-10-15,2023.859985
2015-10-16,2033.109985
2015-10-19,2033.660034
2015-10-20,2030.770020
2015-10-21,2018.939941
2015-10-22,2052.510010
2015-10-23,2075.149902
2015-10-26,2071.179932
2015-10-27,2065.889893
2015-10-28,2090.350098
2015-10-29,2089.409912
2015-10-30,2079.360107
2015-11-02,2104.050049
2015-11-03,2109.790039
2015-11-04,2102.310059
2015-11-05,2099.929932
2015-11-06,2099.199951
2015-11-09,2078.580078
2015-11-10,2081.719971
2015-11-11,2075.000000
2015-11-12,2045.969971
2015-11-13,2023.040039
2015-11-16,2053.189941
2015-11-17,2050.439941
2015-11-18,2083.580078
2015-11-19,2081.239990
2015-11-20,2089.169922
2015-11-23,2086.590088
2015-11-24,2089.139893
2015-11-25,2088.870117
2015-11-26,2088.870117
2015-11-27,2090.110107
2015-11-30,2080.409912
2015-12-01,2102.629883
2015-12-02,2079.510010
2015-12-03,2049.620117
2015-12-04,2091.689941
2015-12-07,2077.070068
2015-12-08,2063.590088
2015-12-09,2047.619995
2015-12-10,2052.229980
2015-12-11,2012.369995
2015-12-14,2021.939941
2015-12-15,2043.410034
2015-12-16,2073.070068
2015-12-17,2041.890015
2015-12-18,2005.550049
2015-12-21,2021.150024
2015-12-22,2038.969971
2015-12-23,2064.290039
2015-12-24,2060.989990
2015-12-25,2060.989990
2015-12-28,2056.500000
2015-12-29,2078.360107
2015-12-30,2063.360107
2015-12-31,2043.939941
2016-01-01,2043.939941
2016-01-04,2012.660034
2016-01-05,2016.709961
2016-01-06,1990.260010
2016-01-07,1943.089966
2016-01-08,1922.030029
2016-01-11,1923.670044
2016-01-12,1938.680054
2016-01-13,1890.280029
2016-01-14,1921.839966
2016-01-15,1880.329956
2016-01-18,1880.329956
2016-01-19,1881.329956
2016-01-20,1859.329956
2016-01-21,1868.989990
2016-01-22,1906.900024
2016-01-25,1877.079956
2016-01-26,1903.630005
2016-01-27,1882.949951
2016-01-28,1893.359985
2016-01-29,1940.239990
2016-02-01,1939.380005
2016-02-02,1903.030029
2016-02-03,1912.530029
2016-02-04,1915.449951
2016-02-05,1880.050049
2016-02-08,1853.439941
2016-02-09,1852.209961
2016-02-10,1851.859985
2016-02-11,1829.079956
2016-02-12,1864.780029
2016-02-15,1864.780029
2016-02-16,1895.579956
2016-02-17,1926.819946
2016-02-18,1917.829956
2016-02-19,1917.780029
2016-02-22,1945.500000
2016-02-23,1921.270020
2016-02-24,1929.800049
2016-02-25,1951.699951
2016-02-26,1948.050049
2016-02-29,1932.229980
2016-03-01,1978.349976
2016-03-02,1986.449951
2016-03-03,1993.400024
2016-03-04,1999.989990
2016-03-07,2001.760010
2016-03-08,1979.260010
2016-03-09,1989.260010
2016-03-10,1989.569946
2016-03-11,2022.189941
2016-03-14,2019.640015
2016-03-15,2015.930054
2016-03-16,2027.219971
2016-03-17,2040.589966
2016-03-18,2049.580078
2016-03-21,2051.600098
2016-03-22,2049.800049
2016-03-23,2036.709961
2016-03-24,2035.939941
2016-03-25,2035.939941
2016-03-28,2037.050049
2016-03-29,2055.010010
2016-03-30,2063.949951
2016-03-31,2059.739990
2016-04-01,2072.780029
2016-04-04,2066.129883
2016-04-05,2045.170044
2016-04-06,2066.659912
2016-04-07,2041.910034
2016-04-08,2047.599976
2016-04-11,2041.989990
2016-04-12,2061.719971
2016-04-13,2082.419922
2016-04-14,2082.780029
2016-04-15,2080.729980
2016-04-18,2094.340088
2016-04-19,2100.800049
2016-04-20,2102.399902
2016-04-21,2091.479980
2016-04-22,2091.580078
2016-04-25,2087.790039
2016-04-26,2091.699951
2016-04-27,2095.149902
2016-04-28,2075.810059
2016-04-29,2065.300049
2016-05-02,2081.429932
2016-05-03,2063.370117
2016-05-04,2051.120117
2016-05-05,2050.629883
2016-05-06,2057.139893
2016-05-09,2058.689941
2016-05-10,2084.389893
2016-05-11,2064.459961
2016-05-12,2064.110107
2016-05-13,2046.609985
2016-05-16,2066.659912
2016-05-17,2047.209961
2016-05-18,2047.630005
2016-05-19,2040.040039
2016-05-20,2052.320068
2016-05-23,2048.040039
2016-05-24,2076.060059
2016-05-25,2090.540039
2016-05-26,2090.100098
2016-05-27,2099.060059
2016-05-30,2099.060059
2016-05-31,2096.949951
2016-06-01,2099.330078
2016-06-02,2105.260010
2016-06-03,2099.129883
2016-06-06,2109.409912
2016-06-07,2112.129883
2016-06-08,2119.120117
2016-06-09,2115.479980
2016-06-10,2096.070068
2016-06-13,2079.060059
2016-06-14,2075.320068
2016-06-15,2071.500000
2016-06-16,2077.989990
2016-06-17,2071.219971
2016-06-20,2083.250000
2016-06-21,2088.899902
2016-06-22,2085.449951
2016-06-23,2113.320068
2016-06-24,2037.410034
2016-06-27,2000.540039
2016-06-28,2036.089966
2016-06-29,2070.770020
2016-06-30,2098.860107
2016-07-01,2102.949951
2016-07-04,2102.949951
2016-07-05,2088.550049
2016-07-06,2099.729980
2016-07-07,2097.899902
2016-07-08,2129.899902
2016-07-11,2137.159912
2016-07-12,2152.139893
2016-07-13,2152.429932
2016-07-14,2163.750000
2016-07-15,2161.739990
2016-07-18,2166.889893
2016-07-19,2163.780029
2016-07-20,2173.020020
2016-07-21,2165.169922
2016-07-22,2175.030029
2016-07-25,2168.479980
2016-07-26,2169.179932
2016-07-27,2166.580078
2016-07-28,2170.060059
2016-07-29,2173.600098
2016-08-01,2170.840088
2016-08-02,2157.030029
2016-08-03,2163.790039
2016-08-04,2164.250000
2016-08-05,2182.870117
2016-08-08,2180.889893
2016-08-09,2181.739990
2016-08-10,2175.489990
2016-08-11,2185.790039
2016-08-12,2184.050049
2016-08-15,2190.149902
2016-08-16,2178.149902
2016-08-17,2182.219971
2016-08-18,2187.020020
2016-08-19,2183.870117
2016-08-22,2182.639893
2016-08-23,2186.899902
2016-08-24,2175.439941
2016-08-25,2172.469971
2016-08-26,2169.040039
2016-08-29,2180.379883
2016-08-30,2176.120117
2016-08-31,2170.949951
2016-09-01,2170.860107
2016-09-02,2179.979980
2016-09-05,2179.979980
2016-09-06,2186.479980
2016-09-07,2186.159912
2016-09-08,2181.300049
2016-09-09,2127.810059
2016-09-12,2159.040039
2016-09-13,2127.020020
2016-09-14,2125.770020
2016-09-15,2147.260010
2016-09-16,2139.159912
2016-09-19,2139.120117
2016-09-20,2139.760010
2016-09-21,2163.120117
2016-09-22,2177.179932
2016-09-23,2164.689941
2016-09-26,2146.100098
2016-09-27,2159.929932
2016-09-28,2171.370117
2016-09-29,2151.129883
2016-09-30,2168.270020
2016-10-03,2161.199951
2016-10-04,2150.489990
2016-10-05,2159.729980
2016-10-06,2160.770020
2016-10-07,2153.739990
2016-10-10,2163.659912
2016-10-11,2136.729980
2016-10-12,2139.179932
2016-10-13,2132.550049
2016-10-14,2132.979980
2016-10-17,2126.500000
2016-10-18,2139.600098
2016-10-19,2144.290039
2016-10-20,2141.340088
2016-10-21,2141.159912
2016-10-24,2151.330078
2016-10-25,2143.159912
2016-10-26,2139.429932
2016-10-27,2133.040039
2016-10-28,2126.409912
2016-10-31,2126.149902
2016-11-01,2111.719971
2016-11-02,2097.939941
2016-11-03,2088.659912
2016-11-04,2085.179932
2016-11-07,2131.520020
2016-11-08,2139.560059
2016-11-09,2163.260010
2016-11-10,2167.479980
2016-11-11,2164.449951
2016-11-14,2164.199951
2016-11-15,2180.389893
2016-11-16,2176.939941
2016-11-17,2187.120117
2016-11-18,2181.899902
2016-11-21,2198.179932
2016-11-22,2202.939941
2016-11-23,2204.719971
2016-11-24,2204.719971
2016-11-25,2213.350098
2016-11-28,2201.719971
2016-11-29,2204.659912
2016-11-30,2198.810059
2016-12-01,2191.080078
2016-12-02,2191.949951
2016-12-05,2204.709961
2016-12-06,2212.229980
2016-12-07,2241.350098
2016-12-08,2246.189941
2016-12-09,2259.530029
2016-12-12,2256.959961
2016-12-13,2271.719971
2016-12-14,2253.280029
2016-12-15,2262.030029
2016-12-16,2258.070068
2016-12-19,2262.530029
2016-12-20,2270.760010
2016-12-21,2265.179932
2016-12-22,2260.959961
2016-12-23,2263.790039
2016-12-26,2263.790039
2016-12-27,2268.879883
2016-12-28,2249.919922
2016-12-29,2249.260010
2016-12-30,2238.830078
2017-01-02,2238.830078
2017-01-03,2257.830078
2017-01-04,2270.750000
2017-01-05,2269.000000
2017-01-06,2276.979980
2017-01-09,2268.899902
2017-01-10,2268.899902
2017-01-11,2275.320068
2017-01-12,2270.439941
2017-01-13,2274.639893
2017-01-16,2274.639893
2017-01-17,2267.889893
2017-01-18,2271.889893
2017-01-19,2263.689941
2017-01-20,2271.310059
2017-01-23,2265.199951
2017-01-24,2280.070068
2017-01-25,2298.370117
2017-01-26,2296.679932
2017-01-27,2294.689941
2017-01-30,2280.899902
2017-01-31,2278.870117
2017-02-01,2279.550049
2017-02-02,2280.850098
2017-02-03,2297.419922
2017-02-06,2292.560059
2017-02-07,2293.080078
2017-02-08,2294.669922
2017-02-09,2307.870117
2017-02-10,2316.100098
2017-02-13,2328.250000
2017-02-14,2337.580078
2017-02-15,2349.250000
2017-02-16,2347.219971
2017-02-17,2351.159912
2017-02-20,2351.159912
2017-02-21,2365.379883
2017-02-22,2362.820068
2017-02-23,2363.810059
2017-02-24,2367.340088
2017-02-27,2369.750000
2017-02-28,2363.639893
2017-03-01,2395.959961
2017-03-02,2381.919922
2017-03-03,2383.120117
2017-03-06,2375.310059
2017-03-07,2368.389893
2017-03-08,2362.979980
2017-03-09,2364.870117
2017-03-10,2372.600098
2017-03-13,2373.469971
2017-03-14,2365.449951
2017-03-15,2385.260010
2017-03-16,2381.379883
2017-03-17,2378.250000
2017-03-20,2373.469971
2017-03-21,2344.020020
2017-03-22,2348.449951
2017-03-23,2345.959961
2017-03-24,2343.979980
2017-03-27,2341.590088
2017-03-28,2358.570068
2017-03-29,2361.129883
2017-03-30,2368.060059
2017-03-31,2362.719971
2017-04-03,2358.840088
2017-04-04,2360.159912
2017-04-05,2352.949951
2017-04-06,2357.489990
2017-04-07,2355.540039
2017-04-10,2357.159912
2017-04-11,2353.780029
2017-04-12,2344.929932
2017-04-13,2328.949951
2017-04-14,2328.949951
2017-04-17,2349.010010
2017-04-18,2342.189941
2017-04-19,2338.169922
2017-04-20,2355.840088
2017-04-21,2348.689941
2017-04-24,2374.149902
2017-04-25,2388.610107
2017-04-26,2387.449951
2017-04-27,2388.770020
2017-04-28,2384.199951
2017-05-01,2388.330078
2017-05-02,2391.169922
2017-05-03,2388.129883
2017-05-04,2389.520020
2017-05-05,2399.290039
2017-05-08,2399.379883
2017-05-09,2396.919922
2017-05-10,2399.629883
2017-05-11,2394.439941
2017-05-12,2390.899902
2017-05-15,2402.320068
2017-05-16,2400.669922
2017-05-17,2357.030029
2017-05-18,2365.719971
2017-05-19,2381.729980
2017-05-22,2394.020020
2017-05-23,2398.419922
2017-05-24,2404.389893
2017-05-25,2415.070068
2017-05-26,2415.820068
2017-05-29,2415.820068
2017-05-30,2412.909912
2017-05-31,2411.800049
2017-06-01,2430.060059
2017-06-02,2439.070068
2017-06-05,2436.100098
2017-06-06,2429.330078
2017-06-07,2433.139893
2017-06-08,2433.790039
2017-06-09,2431.770020
2017-06-12,2429.389893
2017-06-13,2440.350098
2017-06-14,2437.919922
2017-06-15,2432.459961
2017-06-16,2433.149902
2017-06-19,2453.459961
2017-06-20,2437.030029
2017-06-21,2435.610107
2017-06-22,2434.500000
2017-06-23,2438.300049
2017-06-26,2439.070068
2017-06-27,2419.379883
2017-06-28,2440.689941
2017-06-29,2419.699951
2017-06-30,2423.409912
2017-07-03,2429.010010
2017-07-04,2429.010010
2017-07-05,2432.540039
2017-07-06,2409.750000
2017-07-07,2425.179932
2017-07-10,2427.429932
2017-07-11,2425.530029
2017-07-12,2443.250000
2017-07-13,2447.830078
2017-07-14,2459.270020
2017-07-17,2459.139893
2017-07-18,2460.610107
2017-07-19,2473.830078
2017-07-20,2473.449951
2017-07-21,2472.540039
2017-07-24,2469.909912
2017-07-25,2477.129883
2017-07-26,2477.830078
2017-07-27,2475.419922
2017-07-28,2472.100098
2017-07-31,2470.300049
2017-08-01,2476.350098
2017-08-02,2477.570068
2017-08-03,2472.159912
2017-08-04,2476.830078
2017-08-07,2480.909912
2017-08-08,2474.919922
2017-08-09,2474.020020
2017-08-10,2438.209961
2017-08-11,2441.320068
2017-08-14,2465.840088
2017-08-15,2464.610107
2017-08-16,2468.110107
2017-08-17,2430.010010
2017-08-18,2425.550049
2017-08-21,2428.370117
2017-08-22,2452.510010
2017-08-23,2444.040039
2017-08-24,2438.969971
2017-08-25,2443.050049
2017-08-28,2444.239990
2017-08-29,2446.300049
2017-08-30,2457.590088
2017-08-31,2471.649902
2017-09-01,2476.550049
2017-09-04,2476.550049
2017-09-05,2457.850098
2017-09-06,2465.540039
2017-09-07,2465.100098
2017-09-08,2461.429932
2017-09-11,2488.110107
2017-09-12,2496.479980
2017-09-13,2498.370117
2017-09-14,2495.620117
2017-09-15,2500.229980
2017-09-18,2503.870117
2017-09-19,2506.649902
2017-09-20,2508.239990
2017-09-21,2500.600098
2017-09-22,2502.219971
2017-09-25,2496.659912
2017-09-26,2496.840088
2017-09-27,2507.040039
2017-09-28,2510.060059
2017-09-29,2519.360107
2017-10-02,2529.120117
2017-10-03,2534.580078
2017-10-04,2537.739990
2017-10-05,2552.070068
2017-10-06,2549.330078
2017-10-09,2544.729980
2017-10-10,2550.639893
2017-10-11,2555.239990
2017-10-12,2550.929932
2017-10-13,2553.169922
2017-10-16,2557.639893
2017-10-17,2559.360107
2017-10-18,2561.260010
2017-10-19,2562.100098
2017-10-20,2575.209961
2017-10-23,2564.979980
2017-10-24,2569.129883
2017-10-25,2557.149902
2017-10-26,2560.399902
2017-10-27,2581.070068
2017-10-30,2572.830078
2017-10-31,2575.260010
2017-11-01,2579.360107
2017-11-02,2579.850098
2017-11-03,2587.840088
2017-11-06,2591.129883
2017-11-07,2590.639893
2017-11-08,2594.379883
2017-11-09,2584.620117
2017-11-10,2582.300049
2017-11-13,2584.840088
2017-11-14,2578.870117
2017-11-15,2564.620117
2017-11-16,2585.639893
2017-11-17,2578.850098
2017-11-20,2582.139893
2017-11-21,2599.030029
2017-11-22,2597.080078
2017-11-23,2597.080078
2017-11-24,2602.419922
2017-11-27,2601.419922
2017-11-28,2627.040039
2017-11-29,2626.070068
2017-11-30,2647.580078
2017-12-01,2642.219971
2017-12-04,2639.439941
2017-12-05,2629.570068
2017-12-06,2629.270020
2017-12-07,2636.979980
2017-12-08,2651.500000
2017-12-11,2659.989990
2017-12-12,2664.110107
2017-12-13,2662.850098
2017-12-14,2652.010010
2017-12-15,2675.810059
2017-12-18,2690.159912
2017-12-19,2681.469971
2017-12-20,2679.250000
2017-12-21,2684.570068
2017-12-22,2683.340088
2017-12-25,2683.340088
2017-12-26,2680.500000
2017-12-27,2682.620117
2017-12-28,2687.540039
2017-12-29,2673.610107
2018-01-01,2673.610107
2018-01-02,2695.810059
2018-01-03,2713.060059
2018-01-04,2723.989990
2018-01-05,2743.149902
2018-01-08,2747.709961
2018-01-09,2751.290039
2018-01-10,2748.229980
2018-01-11,2767.560059
2018-01-12,2786.239990
2018-01-15,2786.239990
2018-01-16,2776.419922
2018-01-17,2802.560059
2018-01-18,2798.030029
2018-01-19,2810.300049
2018-01-22,2832.969971
2018-01-23,2839.129883
2018-01-24,2837.540039
2018-01-25,2839.250000
2018-01-26,2872.870117
2018-01-29,2853.530029
2018-01-30,2822.429932
2018-01-31,2823.810059
2018-02-01,2821.979980
2018-02-02,2762.129883
2018-02-05,2648.939941
2018-02-06,2695.139893
2018-02-07,2681.659912
2018-02-08,2581.000000
2018-02-09,2619.550049
2018-02-12,2656.000000
2018-02-13,2662.939941
2018-02-14,2698.629883
2018-02-15,2731.199951
2018-02-16,2732.219971
2018-02-19,2732.219971
2018-02-20,2716.260010
2018-02-21,2701.330078
2018-02-22,2703.959961
2018-02-23,2747.300049
2018-02-26,2779.600098
2018-02-27,2744.280029
2018-02-28,2713.830078
2018-03-01,2677.669922
2018-03-02,2691.250000
2018-03-05,2720.939941
2018-03-06,2728.120117
2018-03-07,2726.800049
2018-03-08,2738.969971
2018-03-09,2786.570068
2018-03-12,2783.020020
2018-03-13,2765.310059
2018-03-14,2749.479980
2018-03-15,2747.330078
2018-03-16,2752.010010
2018-03-19,2712.919922
2018-03-20,2716.939941
2018-03-21,2711.929932
2018-03-22,2643.689941
2018-03-23,2588.260010
2018-03-26,2658.550049
2018-03-27,2612.620117
2018-03-28,2605.000000
2018-03-29,2640.870117
2018-03-30,2640.870117
2018-04-02,2581.879883
2018-04-03,2614.449951
2018-04-04,2644.689941
2018-04-05,2662.840088
2018-04-06,2604.469971
2018-04-09,2613.159912
2018-04-10,2656.870117
2018-04-11,2642.189941
2018-04-12,2663.989990
2018-04-13,2656.300049
2018-04-16,2677.840088
2018-04-17,2706.389893
2018-04-18,2708.639893
2018-04-19,2693.129883
2018-04-20,2670.139893
2018-04-23,2670.290039
2018-04-24,2634.560059
2018-04-25,2639.399902
2018-04-26,2666.939941
2018-04-27,2669.909912
2018-04-30,2648.050049
2018-05-01,2654.800049
2018-05-02,2635.669922
2018-05-03,2629.729980
2018-05-04,2663.419922
2018-05-07,2672.629883
2018-05-08,2671.919922
2018-05-09,2697.790039
2018-05-10,2723.070068
2018-05-11,2727.719971
2018-05-14,2730.129883
2018-05-15,2711.449951
2018-05-16,2722.459961
2018-05-17,2720.129883
2018-05-18,2712.969971
2018-05-21,2733.010010
2018-05-22,2724.439941
2018-05-23,2733.290039
2018-05-24,2727.760010
2018-05-25,2721.330078
2018-05-28,2721.330078
2018-05-29,2689.860107
2018-05-30,2724.010010
2018-05-31,2705.270020
2018-06-01,2734.620117
2018-06-04,2746.870117
2018-06-05,2748.800049
2018-06-06,2772.350098
2018-06-07,2770.370117
2018-06-08,2779.030029
2018-06-11,2782.000000
2018-06-12,2786.850098
2018-06-13,2775.629883
2018-06-14,2782.489990
2018-06-15,2779.659912
2018-06-18,2773.750000
2018-06-19,2762.590088
2018-06-20,2767.320068
2018-06-21,2749.760010
2018-06-22,2754.879883
2018-06-25,2717.070068
2018-06-26,2723.060059
2018-06-27,2699.629883
2018-06-28,2716.310059
2018-06-29,2718.370117
2018-07-02,2726.709961
2018-07-03,2713.219971
2018-07-04,2713.219971
2018-07-05,2736.610107
2018-07-06,2759.820068
2018-07-09,2784.169922
2018-07-10,2793.840088
2018-07-11,2774.020020
2018-07-12,2798.290039
2018-07-13,2801.310059
2018-07-16,2798.429932
2018-07-17,2809.550049
2018-07-18,2815.620117
2018-07-19,2804.489990
2018-07-20,2801.830078
2018-07-23,2806.979980
2018-07-24,2820.399902
2018-07-25,2846.070068
2018-07-26,2837.439941
2018-07-27,2818.820068
2018-07-30,2802.600098
2018-07-31,2816.290039
2018-08-01,2813.360107
2018-08-02,2827.219971
2018-08-03,2840.350098
2018-08-06,2850.399902
2018-08-07,2858.449951
2018-08-08,2857.699951
2018-08-09,2853.580078
2018-08-10,2833.280029
2018-08-13,2821.929932
2018-08-14,2839.959961
2018-08-15,2818.370117
2018-08-16,2840.689941
2018-08-17,2850.129883
2018-08-20,2857.050049
